adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/sGzuQYSTwJvLBc2PnuSVLHhuFeh.jpg,"[53, 9648]",401981,en,Red Sparrow,"Prima ballerina Dominika Egorova faces a bleak and uncertain future after she suffers an injury that ends her career. She soon turns to Sparrow School, a secret intelligence service that trains exceptional young people to use their minds and bodies as weapons. Dominika emerges as the most dangerous Sparrow after completing the sadistic training process. As she comes to terms with her new abilities, she meets a CIA agent who tries to convince her that he is the only person she can trust.",38.828,/oy6EYWzTwcIMjQYTS6uXS7JXGOx.jpg,2018-02-28,Red Sparrow,False,6.534,6009
False,/PwI3EfasE9fVuXsmMu9ffJh0Re.jpg,"[27, 53]",406563,en,Insidious: The Last Key,"Parapsychologist Elise Rainier and her team travel to Five Keys, NM, to investigate a man’s claim of a haunting. Terror soon strikes when Rainier realizes that the house he lives in was her family’s old home.",41.99,/nb9fc9INMg8kQ8L7sE7XTNsZnUX.jpg,2018-01-03,Insidious: The Last Key,False,6.25,2921
False,/5BxrMNGl3YDiWgHCVJu8iLQoJDM.jpg,"[28, 12, 18]",445651,en,The Darkest Minds,"After a disease kills 98% of America's children, the surviving 2% develop superpowers and are placed in internment camps. A 16-year-old girl escapes her camp and joins a group of other teens on the run from the government.",38.663,/8NdQneXBYVbBKt81bFhXiyThe0h.jpg,2018-07-25,The Darkest Minds,False,7.031,2814
False,/ohijjhvNqAPKTURQr6VIF7xuAjY.jpg,"[28, 12, 14]",338970,en,Tomb Raider,"Lara Croft, the fiercely independent daughter of a missing adventurer, must push herself beyond her limits when she finds herself on the island where her father disappeared.",36.364,/s4Qn5LF6OwK4rIifmthIDtbqDSs.jpg,2018-03-05,Tomb Raider,False,6.365,7857
False,/dm1bJ5dTgtykXkDQYmRdTKGxQ7D.jpg,"[18, 10749]",419743,en,Disobedience,"A woman learns about the death of her Orthodox Jewish father, a rabbi. She returns home and has romantic feelings rekindled for her best childhood friend, who is now married to her cousin.",42.637,/skPT4ffWhlmmDOMNEdxOiP6Emfz.jpg,2018-04-24,Disobedience,False,6.886,1198
False,/oMKFQmoVgB69fyXfSMu0lGlHJP2.jpg,"[28, 53, 12]",447200,en,Skyscraper,"Framed and on the run, a former FBI agent must save his family from a blazing fire in the world's tallest building.",28.449,/52ml62vClzrlqvXZq2FEW6UF6c1.jpg,2018-07-11,Skyscraper,False,6.3,5015
False,/gPW90IPq6Go8hlT0n7Es3cFl7ly.jpg,"[18, 10770, 80]",550776,en,Believe Me: The Abduction of Lisa McVey,"On the night she plans on taking her own life, 17-year-old 'Lisa McVey' is kidnapped and finds herself fighting to stay alive and manages to be a victim of rape. She manages to talk her attacker into releasing her, but when she returns home, no one believes her story except for one detective, who suspects she was abducted by a serial killer. Based on horrifying true events.",43.332,/qbJEzCzEKDHPZDiRvSSBiYEKaAH.jpg,2018-09-30,Believe Me: The Abduction of Lisa McVey,False,8.078,627
False,/faawswmpK7mGhPtiVjdPWVJ6Vld.jpg,"[28, 9648, 878]",530254,ko,마녀,"Ja-yoon is a high school student who struggles with memory loss after she endured some unknown trauma during her childhood. While trying to uncover the truth, she is unwittingly dragged into a world of crime and finds herself on a journey that will awaken many secrets hidden deep within.",41.236,/4i2wo2ja5g2PmUxWa1a2eYIboZf.jpg,2018-06-27,The Witch: Part 1. The Subversion,False,7.851,592
False,/qegwTsiVjrNY9nwkwzLJQ5r4204.jpg,"[35, 14, 878]",416494,en,Status Update,"After being uprooted by his parents' separation and unable to fit into his new hometown, a teenager stumbles upon a magical app that causes his social media updates to come true.",33.79,/E4twRNScyq3g6tRpvK6X8LdD1z.jpg,2018-02-09,Status Update,False,7.284,537
False,/noNMHp461qETqftTGRC4xJtJ8Pf.jpg,"[28, 53]",454615,en,Black Water,"A deep cover operative awakens to find himself imprisoned on a submarine. With the help of a fellow prisoner and an amateur agent, he must race against the clock to escape the vessel and expose who set him up.",26.073,/tIcZAB5AmRN8fIDXfDZ2aUok9qa.jpg,2018-05-18,Black Water,False,5.5,250
False,/hO1oTBGNxO5fBKVEuWnSpICJH7c.jpg,"[27, 53]",424139,en,Halloween,"Laurie Strode comes to her final confrontation with Michael Myers, the masked figure who has haunted her since she narrowly escaped his killing spree on Halloween night four decades ago.",31.705,/f7JAX5EGk4GgsEnus6OxyzwpFp7.jpg,2018-10-18,Halloween,False,6.557,4764
False,/rm2oMykm5nX6SzXFr7TGHkO6r8Z.jpg,"[12, 878]",428078,en,Mortal Engines,"Many thousands of years in the future, Earth’s cities roam the globe on huge wheels, devouring each other in a struggle for ever diminishing resources. On one of these massive traction cities, the old London, Tom Natsworthy has an unexpected encounter with a mysterious young woman from the wastelands who will change the course of his life forever.",34.923,/gLhYg9NIvIPKVRTtvzCWnp1qJWG.jpg,2018-11-27,Mortal Engines,False,6.2,4721
False,/x5EUEv1N9g4BCX9GQXKvv3nqMVo.jpg,"[10752, 18, 28, 36]",429351,en,12 Strong,A team of special forces head into Afghanistan in the aftermath of the September 11th attacks in an attempt to dismantle the Taliban.,39.104,/aJ9p9mYn4MnPUQnrbqzblmVHoL.jpg,2018-01-18,12 Strong,False,6.3,2974
False,/skauHPLA4so9PqOuu3jhWmiWnFd.jpg,"[28, 12, 14]",297802,en,Aquaman,"Half-human, half-Atlantean Arthur Curry is taken on the journey of his lifetime to discover if he is worth of being a king.",41.683,/ufl63EFcc5XpByEV2Ecdw6WJZAI.jpg,2018-12-07,Aquaman,False,6.881,14163
False,/31HKH7MpovHT4bTvMpnwbWl1d1G.jpg,"[28, 53, 27]",467938,fr,Revenge,Jen's romantic getaway with her wealthy married boyfriend is disrupted when his friends arrive for an impromptu hunting trip. Tension mounts at the house until the situation culminates in an unexpected way.,35.523,/AbWKFxt459cWYTNPTcbpB0i2hQp.jpg,2018-02-07,Revenge,False,6.5,1806
False,/wj9ZO23fQvnGMj70AroqjUPRkU5.jpg,"[27, 53, 9648]",505058,en,Unfriended: Dark Web,"​When a 20-something finds a cache of hidden files on his new laptop, he and his friends are unwittingly thrust into the depths of the dark web. They soon discover someone has been watching their every move and will go to unimaginable lengths to protect the dark web.",26.063,/nOXuOeD07nZPT29IgiGT0S8PZH.jpg,2018-07-19,Unfriended: Dark Web,False,6.3,1532
False,/l2ji4YiNSPBV69WjGBgU0gCvRqy.jpg,"[14, 12, 10751]",426543,en,The Nutcracker and the Four Realms,"When Clara’s mother leaves her a mysterious gift, she embarks on a journey to four secret realms—where she discovers her greatest strength could change the world.",25.92,/9vPDY8e7YxLwgVum7YZIUJbr4qc.jpg,2018-10-26,The Nutcracker and the Four Realms,False,6.1,2152
False,/qrtRKRzoNkf5vemO9tJ2Y4DrHxQ.jpg,"[14, 12]",338952,en,Fantastic Beasts: The Crimes of Grindelwald,"Gellert Grindelwald has escaped imprisonment and has begun gathering followers to his cause—elevating wizards above all non-magical beings. The only one capable of putting a stop to him is the wizard he once called his closest friend, Albus Dumbledore. However, Dumbledore will need to seek help from the wizard who had thwarted Grindelwald once before, his former student Newt Scamander, who agrees to help, unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided wizarding world.",29.867,/fMMrl8fD9gRCFJvsx0SuFwkEOop.jpg,2018-11-14,Fantastic Beasts: The Crimes of Grindelwald,False,6.851,10890
False,/b9qGMCOrMbxUjD6xDAYPoIPnYcC.jpg,"[16, 28, 12, 14]",505262,ja,僕のヒーローアカデミア THE MOVIE ～2人の英雄～,"All Might and Deku accept an invitation to go abroad to a floating and mobile manmade city, called 'I-Island', where they research quirks as well as hero supplemental items at the special 'I-Expo' convention that is currently being held on the island. During that time, suddenly, despite an iron wall of security surrounding the island, the system is breached by a villain, and the only ones able to stop him are the students of Class 1-A.",44.574,/hC4nTxdhXqFWzgqynGvvXVMiMNp.jpg,2018-08-03,My Hero Academia: Two Heroes,False,7.919,1014
False,/ojHCeDULAkQK25700fhRU75Tur2.jpg,"[878, 12, 28]",348350,en,Solo: A Star Wars Story,"Through a series of daring escapades deep within a dark and dangerous criminal underworld, Han Solo meets his mighty future copilot Chewbacca and encounters the notorious gambler Lando Calrissian.",30.06,/4oD6VEccFkorEBTEDXtpLAaz0Rl.jpg,2018-05-15,Solo: A Star Wars Story,False,6.556,8602
False,/qegwTsiVjrNY9nwkwzLJQ5r4204.jpg,"[35, 14, 878]",416494,en,Status Update,"After being uprooted by his parents' separation and unable to fit into his new hometown, a teenager stumbles upon a magical app that causes his social media updates to come true.",33.79,/E4twRNScyq3g6tRpvK6X8LdD1z.jpg,2018-02-09,Status Update,False,7.284,537
False,/sHNC8hjAu4ZKXYhG3cp8ghRZ02B.jpg,"[27, 10752, 878]",438799,en,Overlord,"France, June 1944. On the eve of D-Day, some American paratroopers fall behind enemy lines after their aircraft crashes while on a mission to destroy a radio tower in a small village near the beaches of Normandy. After reaching their target, the surviving paratroopers realise that, in addition to fighting the Nazi troops that patrol the village, they also must fight against something else.",33.66,/l76Rgp32z2UxjULApxGXAPpYdAP.jpg,2018-11-01,Overlord,False,6.7,2881
False,/eQ5xu2pQ5Kergubto5PbbUzey28.jpg,"[53, 27]",460019,en,Truth or Dare,"A harmless game of ""Truth or Dare"" among friends turns deadly when someone—or something—begins to punish those who tell a lie—or refuse the dare.",33.419,/ei2waWQAG8NP244WShIFgGu9IOu.jpg,2018-04-12,Truth or Dare,False,5.937,4038
False,/jhpsTzbXEu5bkCPmBqxv7vUTjIT.jpg,"[14, 12, 878, 28]",566810,en,Dragon Kingdom,"To save their Kingdom from an army of undead, a group of warriors must travel through the forbidden lands fighting the fearsome beasts that call The Dark Kingdom their home.",32.78,/4kWGZYrTqBRsPIsnZmV3DzJtTi9.jpg,2018-11-26,The Dark Kingdom,False,5.75,70
False,/hgESQ2sK21j22Yode4w99jfwj44.jpg,"[35, 18]",491418,en,Instant Family,"When Pete and Ellie decide to start a family, they stumble into the world of foster care adoption. They hope to take in one small child but when they meet three siblings, including a rebellious 15 year old girl, they find themselves speeding from zero to three kids overnight.",32.485,/xYV1mODz99w7AjKDSQ7h2mzZhVe.jpg,2018-11-13,Instant Family,False,7.5,2980
False,/v4Rvu6BMup3uecXgLjKmxO9SkxK.jpg,"[14, 27]",538858,hi,तुम्बाड,"India, 1918. On the outskirts of Tumbbad, a cursed village where it always rains, Vinayak, along with his mother and his brother, care of a mysterious old woman who keeps the secret of an ancestral treasure that Vinayak gets obsessed with.",32.426,/6qeRFImDskoIRkSCFatqeM2rM3k.jpg,2018-10-12,Tumbbad,False,7.5,257
False,/gCIB3DdK00DyfwosVGf7pnFFdK3.jpg,"[28, 12, 53]",399402,en,Hunter Killer,"Captain Glass of the USS Arkansas discovers that a coup d'état is taking place in Russia, so he and his crew join an elite group working on the ground to prevent a war.",32.307,/a0j18XNVhP4RcW3wXwsqT0kVoQm.jpg,2018-10-19,Hunter Killer,False,6.893,2189
False,/9oI4ImMclu3l0OHaK7o9eELfL3l.jpg,"[35, 18]",375785,en,Then Came You,An American hypochondriac who is working as a baggage handler is forced to confront his fears when a British teenager with a terminal illness enlists him to help her carry out her eccentric bucket list.,32.23,/658QP5tmBRUlE5JvxOnnmITfG1F.jpg,2018-12-05,Then Came You,False,7.4,484
False,/hO1oTBGNxO5fBKVEuWnSpICJH7c.jpg,"[27, 53]",424139,en,Halloween,"Laurie Strode comes to her final confrontation with Michael Myers, the masked figure who has haunted her since she narrowly escaped his killing spree on Halloween night four decades ago.",31.705,/f7JAX5EGk4GgsEnus6OxyzwpFp7.jpg,2018-10-18,Halloween,False,6.557,4764
False,/h5BvesqaxL7V3vl1CmaR8waGyiM.jpg,"[35, 14, 27]",442062,en,Goosebumps 2: Haunted Halloween,"Be careful what you wish for. With their after school junk business, best friends Sonny and Sam hope to find treasure in other people’s trash. But when cleaning out the old Stine house, they open a locked book that frees a supernatural nightmare – Slappy! Now, with the help of Sonny’s sister Sarah, they’re in a race against time to get the sinister dummy and all the creatures he’s brought to life back into the pages before he unleashes total pandemonium!",31.466,/t2wy38iiMpB8WsgJi3lYeDnGh2H.jpg,2018-10-11,Goosebumps 2: Haunted Halloween,False,6.1,1535
False,/5hQSm7FEGWnd0JnwjpMYyuP4p3m.jpg,[10749],702454,ko,스와핑 : 친구의 아내2,"A man's business fails and he's chased by loan sharks. He moves in with his best friend. His best friend's wife can't conceive, so the man sleeps with his wife to help her conceive.",31.207,/8NGBIQbpQaSzc2OWIN1BdOMAv7M.jpg,2018-07-19,Swapping: My Friend's Wife 2,False,0.0,0
False,/w4pUYpFTywnCn40NV9XKy2Wdacv.jpg,"[36, 18]",500006,no,Utøya 22. juli,"The movie tells the story about a girl who has to hide and survive from a right wing terrorist while looking for her little sister during the terrorist attacks in Norway on the island Utøya, July 22nd.",31.122,/bpa91Opnvl4XxUCycyNGvhwRWqC.jpg,2018-03-09,Utøya: July 22,False,7.2,386
False,/c6sk2bW0JCDXqi5crU9baPAIxDI.jpg,"[35, 28, 12]",567604,en,Once Upon a Deadpool,"A kidnapped Fred Savage is forced to endure Deadpool's PG-13 rendition of Deadpool 2, as a Princess Bride-esque story that's full of magic, wonder, and zero Fs.",30.117,/w6Jk8BHohhoKBUcxGeSyDQGWGWc.jpg,2018-12-11,Once Upon a Deadpool,False,7.1,788
False,/ojHCeDULAkQK25700fhRU75Tur2.jpg,"[878, 12, 28]",348350,en,Solo: A Star Wars Story,"Through a series of daring escapades deep within a dark and dangerous criminal underworld, Han Solo meets his mighty future copilot Chewbacca and encounters the notorious gambler Lando Calrissian.",30.06,/4oD6VEccFkorEBTEDXtpLAaz0Rl.jpg,2018-05-15,Solo: A Star Wars Story,False,6.6,8602
False,/qrtRKRzoNkf5vemO9tJ2Y4DrHxQ.jpg,"[14, 12]",338952,en,Fantastic Beasts: The Crimes of Grindelwald,"Gellert Grindelwald has escaped imprisonment and has begun gathering followers to his cause—elevating wizards above all non-magical beings. The only one capable of putting a stop to him is the wizard he once called his closest friend, Albus Dumbledore. However, Dumbledore will need to seek help from the wizard who had thwarted Grindelwald once before, his former student Newt Scamander, who agrees to help, unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided wizarding world.",29.867,/fMMrl8fD9gRCFJvsx0SuFwkEOop.jpg,2018-11-14,Fantastic Beasts: The Crimes of Grindelwald,False,6.9,10890
False,/fS7da7VlfUcXQsZIB0KL9P5gWmh.jpg,"[28, 53, 878]",401478,en,Death Race: Beyond Anarchy,Black Ops specialist Connor Gibson infiltrates a maximum security prison to take down legendary driver Frankenstein in a violent and brutal car race.,29.514,/1PrlKvPUbDQAqFQBCyyt68hLLl.jpg,2018-10-02,Death Race: Beyond Anarchy,False,6.19,335
False,/zeHB7aP46Xs3u4aFLuAq2GFeUGb.jpg,"[35, 10749]",455207,en,Crazy Rich Asians,"An American-born Chinese economics professor accompanies her boyfriend to Singapore for his best friend's wedding, only to get thrust into the lives of Asia's rich and famous.",29.403,/1XxL4LJ5WHdrcYcihEZUCgNCpAW.jpg,2018-08-15,Crazy Rich Asians,False,7.067,3669
False,/pApaVlxJCp2o4mrzCAD3AaLjq77.jpg,"[12, 18]",407436,en,Mowgli: Legend of the Jungle,"A human child raised by wolves, must face off against a menacing tiger named Shere Khan, as well as his own origins.",29.364,/clRnzMsFoMIdC7I5JsG6dnnHH8l.jpg,2018-11-25,Mowgli: Legend of the Jungle,False,6.479,2488
False,/b7Q0uX4Tcd6lXWItJEMxYk9XBbc.jpg,"[28, 12, 35]",463272,en,Johnny English Strikes Again,"Disaster strikes when a criminal mastermind reveals the identities of all active undercover agents in Britain. The secret service can now rely on only one man - Johnny English. Currently teaching at a minor prep school, Johnny springs back into action to find the mysterious hacker. For this mission to succeed, he’ll need all of his skills - what few he has - as the man with yesterday’s analogue methods faces off against tomorrow’s digital technology.",28.687,/tCBxnZwLiY1BOKw3tH6AxHZdqPh.jpg,2018-09-13,Johnny English Strikes Again,False,6.269,2506
False,/oMKFQmoVgB69fyXfSMu0lGlHJP2.jpg,"[28, 53, 12]",447200,en,Skyscraper,"Framed and on the run, a former FBI agent must save his family from a blazing fire in the world's tallest building.",28.449,/52ml62vClzrlqvXZq2FEW6UF6c1.jpg,2018-07-11,Skyscraper,False,6.3,5015
False,/rENYZSx6HFME7YLbbY0qGYayL7F.jpg,"[9648, 18, 53]",491584,ko,버닝,"Deliveryman Jongsu is out on a job when he runs into Haemi, a girl who once lived in his neighbourhood. She asks if he'd mind looking after her cat while she's away on a trip to Africa. On her return, she introduces to Jongsu an enigmatic young man named Ben, who she met during her trip. One day Ben tells Jongsu about his most unusual hobby.",25.166,/kXiF80o74fE9gf3Utf9moAI7ar0.jpg,2018-05-17,Burning,False,7.4,1617
False,/uQqQvmptJLPTcWDrZXn22p7j7s3.jpg,"[28, 80, 53]",395990,en,Death Wish,A mild-mannered father is transformed into a killing machine after his family is torn apart by a violent act.,24.012,/g0eEEZAqMf98ULQnoiORuazjOpn.jpg,2018-03-02,Death Wish,False,6.179,2577
False,/x04SgdgxFGeNk2SLUnv9aXEuzQT.jpg,"[27, 53, 14]",526051,en,Look Away,A timid and socially alienated 17-year-old high school student's life is turned upside down when she switches places with her sinister mirror image.,23.511,/8WTEFOwFBx0mHurnEfv27I0FOe2.jpg,2018-10-12,Look Away,False,6.518,885
False,/9oI4ImMclu3l0OHaK7o9eELfL3l.jpg,"[35, 18]",375785,en,Then Came You,An American hypochondriac who is working as a baggage handler is forced to confront his fears when a British teenager with a terminal illness enlists him to help her carry out her eccentric bucket list.,32.23,/658QP5tmBRUlE5JvxOnnmITfG1F.jpg,2018-12-05,Then Came You,False,7.4,484
False,/h5BvesqaxL7V3vl1CmaR8waGyiM.jpg,"[35, 14, 27]",442062,en,Goosebumps 2: Haunted Halloween,"Be careful what you wish for. With their after school junk business, best friends Sonny and Sam hope to find treasure in other people’s trash. But when cleaning out the old Stine house, they open a locked book that frees a supernatural nightmare – Slappy! Now, with the help of Sonny’s sister Sarah, they’re in a race against time to get the sinister dummy and all the creatures he’s brought to life back into the pages before he unleashes total pandemonium!",31.466,/t2wy38iiMpB8WsgJi3lYeDnGh2H.jpg,2018-10-11,Goosebumps 2: Haunted Halloween,False,6.1,1535
False,/srnI5CdeydB9E8WNOqblj0jRfSn.jpg,"[28, 53, 9648]",399035,en,The Commuter,"A businessman, on his daily commute home, gets unwittingly caught up in a criminal conspiracy that threatens not only his life but the lives of those around him.",22.955,/rDeGK6FIUfVcXmuBdEORPAGPMNg.jpg,2018-01-11,The Commuter,False,6.4,4389
False,/zSJT1sKGRKcmP4I9b8dIOuepw6I.jpg,"[12, 28, 53, 14]",375588,en,Robin Hood,A war-hardened Crusader and his Moorish commander mount an audacious revolt against the corrupt English crown.,23.687,/AiRfixFcfTkNbn2A73qVJPlpkUo.jpg,2018-11-03,Robin Hood,False,5.904,2984
False,/jhpsTzbXEu5bkCPmBqxv7vUTjIT.jpg,"[14, 12, 878, 28]",566810,en,Dragon Kingdom,"To save their Kingdom from an army of undead, a group of warriors must travel through the forbidden lands fighting the fearsome beasts that call The Dark Kingdom their home.",32.78,/4kWGZYrTqBRsPIsnZmV3DzJtTi9.jpg,2018-11-26,The Dark Kingdom,False,5.75,70
False,/c6sk2bW0JCDXqi5crU9baPAIxDI.jpg,"[35, 28, 12]",567604,en,Once Upon a Deadpool,"A kidnapped Fred Savage is forced to endure Deadpool's PG-13 rendition of Deadpool 2, as a Princess Bride-esque story that's full of magic, wonder, and zero Fs.",30.117,/w6Jk8BHohhoKBUcxGeSyDQGWGWc.jpg,2018-12-11,Once Upon a Deadpool,False,7.1,788
False,/uQNB6ccHv4uR21643xqyhK5Dk6W.jpg,"[28, 53, 10752, 12]",460555,zh,红海行动,"A squad of the Jiaolong Commando Unit - Sea Dragon, a spec ops team of the Chinese Navy, carries out a hostage rescue operation in the nation of Yewaire, on the Arabian Peninsula, and fiercely fights against local rebel groups and Zaka, a terrorist organization.",20.565,/6ctXBO0o5fKQvGdSJsPc8TAYCvp.jpg,2018-02-16,Operation Red Sea,False,7.4,383
False,,[18],695773,ja,ネトラセラレ3 ～愛～,"The third volume of a drama about a new couple's love, starring the sexy actress Yua Mikami. Shujiro Isumi and Haruka, who are in their second year of marriage, lived an ideal married life that people envy. However, one day, Shujiro spits out his accumulated desires toward Haruka.",37.062,/iHUO7AXi6XelVtjjimQXMjBSnH8.jpg,2018-04-02,Netoraserare 3 ~Love~,False,9.0,1
False,/9CqzJn0nLaDNM6QWfGkuox2Oi93.jpg,"[35, 28, 12]",454992,en,The Spy Who Dumped Me,A couple of thirtysomething best friends unwittingly become entangled in an international conspiracy when one’s ex-boyfriend shows up at their apartment with a team of deadly assassins on his trail.,25.028,/szEKivKPOdRyogROoQIldwbMl.jpg,2018-08-02,The Spy Who Dumped Me,False,6.401,2226
False,/q3j4OQFFDKM6fdQt9gE56kfDBNG.jpg,"[16, 878, 28, 12]",536115,ja,GODZILLA 星を喰う者,"With no means for defeating Godzilla Earth, mankind watches as King Ghidorah, clad in a golden light, descends on the planet. The heavens and earth shake once again as the war moves to a higher dimension.",20.773,/fOA44BITFth0u4hMSOUgpK0kM6t.jpg,2018-11-09,Godzilla: The Planet Eater,False,6.487,355
False,/bGgcTfGf8jggZZotx3uKpRF2zbv.jpg,"[12, 10751, 18]",498248,fr,Mia et le lion blanc,A young girl from London moves to Africa with her parents where she befriends a lion cub.,20.485,/zXfwBeYe0RnqsJ0dnBoFTB4SSrG.jpg,2018-08-02,Mia and the White Lion,False,7.292,864
False,/64jAqTJvrzEwncD3ARZdqYLcqbc.jpg,"[53, 10749, 12]",429300,en,Adrift,"Tami Oldham and Richard Sharp couldn't anticipate that they would be sailing directly into one of the most catastrophic hurricanes in recorded history. In the aftermath of the storm, Tami awakens to find Richard badly injured and their boat in ruins. With no hope of rescue, Tami must now find the strength and determination to save herself and the only man she has ever loved.",20.955,/5gLDeADaETvwQlQow5szlyuhLbj.jpg,2018-05-31,Adrift,False,6.84,2591
False,/zXjk0Nlhnkjl9NsG04zGxon02al.jpg,"[28, 53]",440471,en,Escape Plan 2: Hades,"Ray Breslin manages an elite team of security specialists trained in the art of breaking people out of the world's most impenetrable prisons. When his most trusted operative, Shu Ren, is kidnapped and disappears inside the most elaborate prison ever built, Ray must track him down with the help of some of his former friends.",23.19,/A6tb8JNrie2qT8JC2tGqshayuck.jpg,2018-06-05,Escape Plan 2: Hades,False,5.2,1450
False,/YLyORLsYIjC0d1TFBSpJKk7piP.jpg,"[16, 18, 10749]",504253,ja,君の膵臓をたべたい,"After his classmate and crush is diagnosed with a pancreatic disease, an average high schooler sets out to make the most of her final days.",24.931,/qDWA7fB4cZ4sBP6YgwlxvraDHi7.jpg,2018-09-01,I Want to Eat Your Pancreas,False,8.2,1575
False,/2cnUCcNmmj79hGmimvWlUo5P2K8.jpg,"[27, 878, 53]",384521,en,The Cloverfield Paradox,"Orbiting above a planet on the brink of war, scientists test a device to solve an energy crisis and end up face-to-face with a dark alternate reality.",20.928,/vJi2ExTcWdJR3150VPKqqtdGxsT.jpg,2018-02-04,The Cloverfield Paradox,False,5.6,3284
False,/rKzHtW1bdboA89FwiyRBNTY7edc.jpg,"[80, 18, 36, 53]",474354,en,22 July,"On 22 July 2011, neo-Nazi terrorist Anders Behring Breivik murdered 77 young people attending a Labour Party Youth Camp on Utøya Island outside of Oslo. This three-part story focuses on the survivors, the political leadership of Norway, and the lawyers involved.",18.906,/rd940KzuIZwbdOvOUF7XDTzn8te.jpg,2018-10-04,22 July,False,7.082,1187
False,/jOGRt1JEzfgmXbC88vGv4DwDppj.jpg,"[53, 18, 9648, 14]",529216,es,Durante la tormenta,"During a mysterious thunderstorm, Vera, a young mother, manages to save a life in danger, but her good deed causes a disturbing chain of unexpected consequences.",18.555,/2sAXXSgzpt5eJtuh4IeE7rJWES4.jpg,2018-11-30,Mirage,False,7.463,1809
False,/1TUg5pO1VZ4B0Q1amk3OlXvlpXV.jpg,"[12, 18, 10751, 16]",420818,en,The Lion King,"Simba idolizes his father, King Mufasa, and takes to heart his own royal destiny. But not everyone in the kingdom celebrates the new cub's arrival. Scar, Mufasa's brother—and former heir to the throne—has plans of his own. The battle for Pride Rock is ravaged with betrayal, tragedy and drama, ultimately resulting in Simba's exile. With help from a curious pair of newfound friends, Simba will have to figure out how to grow up and take back what is rightfully his.",178.004,/dzBtMocZuJbjLOXvrl4zGYigDzh.jpg,2019-07-12,The Lion King,False,7.1,10178
False,/xgBjOcLGnjFs4N2LAR64cV3awDB.jpg,"[12, 14, 10751]",611014,uk,Фокстер і Макс,"The twelve-year-old schoolboy Max escapes from the house and hides under the bridge. There he finds a spray can of nano-paints, and draw a graffiti of a dog. Unexpectedly painted graffiti comes alive and turns into dog-nanorobot with super powers. And now both of them are hunted by a dangerous criminal who will not stop at anything in order to seize this powerful technology. Guy Max falls into a whirlpool of adventure, through which he finds true friends.",168.34,/cnKrr3FEcSg8BUep7nc3q1ANqsL.jpg,2019-09-19,Foxter and Max,False,7.16,103
False,/997ToEZvF2Obp9zNZbY5ELVnmrW.jpg,"[10749, 18]",537915,en,After,"Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life.",139.527,/u3B2YKUjWABcxXZ6Nm9h10hLUbh.jpg,2019-04-11,After,False,7.125,8276
False,/jXDselREPq8TOVGM4dzBBUM7xVk.jpg,"[28, 878, 12]",399579,en,Alita: Battle Angel,"When Alita awakens with no memory of who she is in a future world she does not recognize, she is taken in by Ido, a compassionate doctor who realizes that somewhere in this abandoned cyborg shell is the heart and soul of a young woman with an extraordinary past.",134.262,/xRWht48C2V8XNfzvPehyClOvDni.jpg,2019-01-31,Alita: Battle Angel,False,7.238,9256
False,/zQKFPx03M9RKfEcRETXR2HoUZn1.jpg,[10749],587727,ko,Busty Girlfriend,"Mincheol and Suhee go to greet Minchul father (grandmother) before marriage. Dae - sik welcomes her daughter - in - law, Su - hee. But before marriage, Minchol and Suhee are separated by the difference in personality. Soon-hee, who was only preparing for marriage, is soon to live.",118.577,/f6PfAXtFEkJRcBtOjbzOgz8qqSK.jpg,2019-03-08,Busty Girlfriend,False,7.6,29
False,/tEBmjclGd6oVxin8axu4ELf10bl.jpg,"[80, 28, 53]",581528,ko,악인전,"After barely surviving a violent attack by an elusive serial killer, crime boss Jang Dong-su finds himself forming an unlikely partnership with local detective Jung Tae-seok to catch the sadistic killer simply known as K.",115.982,/oHlM4abRm6BzrRcz9Nup1uidw9H.jpg,2019-05-15,"The Gangster, the Cop, the Devil",False,7.815,1204
False,/7RyHsO4yDXtBv1zUU3mTpHeQ0d5.jpg,"[12, 878, 28]",299534,en,Avengers: Endgame,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",113.266,/ulzhLuWrPK07P1YkdWQLZnQh1JL.jpg,2019-04-24,Avengers: Endgame,False,8.2,25938
False,/8eihUxjQsJ7WvGySkVMC0EwbPAD.jpg,"[35, 53, 18]",496243,ko,기생충,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",109.921,/7IiTTgloJzvGI1TAYymCfbfl3vT.jpg,2019-05-30,Parasite,False,8.502,18578
